GeneSymbol	GeneID	ChemicalName	ChemicalID	CasRN	Interaction	InteractionActions	PubMedIDs
COX6A1	1337	Vitamin E	D014810	1406-18-4	Vitamin E results in decreased expression of COX6A1 mRNA	decreases^expression	19244175
COX6B1	1340	5-hydroxythalidomide	C544471		5-hydroxythalidomide binds to COX6B1 protein	affects^binding	27464947
COX6B1	1340	Acetaminophen	D000082	103-90-2	Acetaminophen results in decreased expression of COX6B1 mRNA	decreases^expression	29067470
COX6B1	1340	Acetaminophen	D000082	103-90-2	Acetaminophen results in increased expression of COX6B1 mRNA	increases^expression	25704631
COX6B1	1340	Arsenic	D001151	7440-38-2	Arsenic affects the methylation of COX6B1 gene	affects^methylation	25304211
COX6B1	1340	bisphenol A	C006780	80-05-7	bisphenol A affects the expression of COX6B1 mRNA	affects^expression	30903817
COX6B1	1340	chloropicrin	C100187	76-06-2	chloropicrin affects the expression of COX6B1 mRNA	affects^expression	26352163
COX6B1	1340	Cisplatin	D002945	15663-27-1	[Quercetin co-treated with Cisplatin] results in increased expression of COX6B1 mRNA	affects^cotreatment|increases^expression	24999622
COX6B1	1340	Cyclosporine	D016572	59865-13-3	Cyclosporine results in decreased expression of COX6B1 mRNA	decreases^expression	20106945
COX6B1	1340	Doxorubicin	D004317	23214-92-8	Doxorubicin results in increased expression of COX6B1 mRNA	increases^expression	29803840
COX6B1	1340	Environmental Pollutants	D004785		Environmental Pollutants affects the expression of COX6B1 mRNA	affects^expression	19118595
COX6B1	1340	Hydralazine	D006830	86-54-4	[Hydralazine co-treated with Valproic Acid] results in increased expression of COX6B1 mRNA	affects^cotreatment|increases^expression	17183730
COX6B1	1340	K 7174	C410337		K 7174 results in decreased expression of COX6B1 mRNA	decreases^expression	24086573
COX6B1	1340	Methotrexate	D008727	59-05-2	Methotrexate results in decreased expression of COX6B1 mRNA	decreases^expression	17400583
COX6B1	1340	MT19c compound	C568376		MT19c compound results in decreased expression of COX6B1 mRNA	decreases^expression	21781307
COX6B1	1340	perfluorooctanoic acid	C023036	335-67-1	perfluorooctanoic acid results in decreased expression of COX6B1 protein	decreases^expression	26879310
COX6B1	1340	Quercetin	D011794	117-39-5	[Quercetin co-treated with Cisplatin] results in increased expression of COX6B1 mRNA	affects^cotreatment|increases^expression	24999622
COX6B1	1340	Thapsigargin	D019284	67526-95-8	Thapsigargin results in decreased expression of COX6B1 mRNA	decreases^expression	22378314
COX6B1	1340	Tobacco Smoke Pollution	D014028		Tobacco Smoke Pollution affects the expression of COX6B1 protein	affects^expression	30291989
COX6B1	1340	Tunicamycin	D014415	11089-65-9	Tunicamycin results in decreased expression of COX6B1 mRNA	decreases^expression	22378314
COX6B1	1340	Uranium Compounds	D017974		Uranium Compounds results in decreased expression of COX6B1 mRNA	decreases^expression	19654044
COX6B1	1340	Valproic Acid	D014635	99-66-1	[Hydralazine co-treated with Valproic Acid] results in increased expression of COX6B1 mRNA	affects^cotreatment|increases^expression	17183730
COX6B1	1340	Valproic Acid	D014635	99-66-1	Valproic Acid affects the expression of COX6B1 mRNA	affects^expression	25979313
COX6B1	1340	Vinblastine	D014747	865-21-4	COX6B1 protein affects the susceptibility to Vinblastine	affects^response to substance	16217747
COX6C	1345	3-(4'-hydroxy-3'-adamantylbiphenyl-4-yl)acrylic acid	C472791		3-(4'-hydroxy-3'-adamantylbiphenyl-4-yl)acrylic acid results in decreased expression of COX6C mRNA	decreases^expression	12958071
COX6C	1345	Acetaminophen	D000082	103-90-2	[Acetaminophen co-treated with Lipopolysaccharides] results in decreased expression of COX6C mRNA	affects^cotreatment|decreases^expression	31059760
COX6C	1345	Acetaminophen	D000082	103-90-2	Acetaminophen results in increased expression of COX6C mRNA	increases^expression	25704631
COX6C	1345	Antirheumatic Agents	D018501		Antirheumatic Agents results in increased expression of COX6C mRNA	increases^expression	24449571
COX6C	1345	Arsenic Trioxide	D000077237	1327-53-3	Arsenic Trioxide results in increased expression of COX6C mRNA	increases^expression	25258189
COX6C	1345	Atrazine	D001280	1912-24-9	Atrazine results in decreased expression of COX6C mRNA	decreases^expression	22378314
COX6C	1345	Benzo(a)pyrene	D001564	50-32-8	Benzo(a)pyrene affects the methylation of COX6C promoter	affects^methylation	27901495
COX6C	1345	bisphenol A	C006780	80-05-7	bisphenol A affects the expression of COX6C mRNA	affects^expression	30903817
COX6C	1345	CD 437	C099555		CD 437 results in decreased expression of COX6C mRNA	decreases^expression	12958071
COX6C	1345	chloropicrin	C100187	76-06-2	chloropicrin affects the expression of COX6C mRNA	affects^expression	26352163
COX6C	1345	Cocaine	D003042	50-36-2	Cocaine results in decreased expression of COX6C mRNA	decreases^expression	12629581
COX6C	1345	Crack Cocaine	D016578		Crack Cocaine results in increased expression of COX6C mRNA	increases^expression	12629581
COX6C	1345	dicrotophos	C000944	3735-78-2	dicrotophos results in decreased expression of COX6C mRNA	decreases^expression	28302478
COX6C	1345	Doxorubicin	D004317	23214-92-8	Doxorubicin results in increased expression of COX6C mRNA	increases^expression	29803840
COX6C	1345	Environmental Pollutants	D004785		Environmental Pollutants affects the expression of COX6C mRNA	affects^expression	19118595
COX6C	1345	epicatechin gallate	C062669	863-03-6	ARNTL protein affects the reaction [[Gallic Acid co-treated with gallocatechol co-treated with epigallocatechin gallate co-treated with epicatechin gallate] inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]]	affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction	29061316
COX6C	1345	epicatechin gallate	C062669	863-03-6	[Gallic Acid co-treated with gallocatechol co-treated with epigallocatechin gallate co-treated with epicatechin gallate] inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]	affects^cotreatment|decreases^expression|decreases^reaction	29061316
COX6C	1345	epigallocatechin gallate	C045651	989-51-5	ARNTL protein affects the reaction [[Gallic Acid co-treated with gallocatechol co-treated with epigallocatechin gallate co-treated with epicatechin gallate] inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]]	affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction	29061316
COX6C	1345	epigallocatechin gallate	C045651	989-51-5	[Gallic Acid co-treated with gallocatechol co-treated with epigallocatechin gallate co-treated with epicatechin gallate] inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]	affects^cotreatment|decreases^expression|decreases^reaction	29061316
COX6C	1345	Estradiol	D004958	50-28-2	Estradiol results in decreased expression of COX6C mRNA	decreases^expression	23019147
COX6C	1345	Gallic Acid	D005707	149-91-7	ARNTL protein affects the reaction [[Gallic Acid co-treated with gallocatechol co-treated with epigallocatechin gallate co-treated with epicatechin gallate] inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]]	affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction	29061316
COX6C	1345	Gallic Acid	D005707	149-91-7	[Gallic Acid co-treated with gallocatechol co-treated with epigallocatechin gallate co-treated with epicatechin gallate] inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]	affects^cotreatment|decreases^expression|decreases^reaction	29061316
COX6C	1345	gallocatechol	C057580	1617-55-6	ARNTL protein affects the reaction [[Gallic Acid co-treated with gallocatechol co-treated with epigallocatechin gallate co-treated with epicatechin gallate] inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]]	affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction	29061316
COX6C	1345	gallocatechol	C057580	1617-55-6	[Gallic Acid co-treated with gallocatechol co-treated with epigallocatechin gallate co-treated with epicatechin gallate] inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]	affects^cotreatment|decreases^expression|decreases^reaction	29061316
COX6C	1345	Hydrogen Peroxide	D006861	7722-84-1	ARNTL protein affects the reaction [[Gallic Acid co-treated with gallocatechol co-treated with epigallocatechin gallate co-treated with epicatechin gallate] inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]]	affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction	29061316
COX6C	1345	Hydrogen Peroxide	D006861	7722-84-1	ARNTL protein affects the reaction [Polyphenols inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]]	affects^reaction|decreases^expression|decreases^reaction	30316844
COX6C	1345	Hydrogen Peroxide	D006861	7722-84-1	[Gallic Acid co-treated with gallocatechol co-treated with epigallocatechin gallate co-treated with epicatechin gallate] inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]	affects^cotreatment|decreases^expression|decreases^reaction	29061316
COX6C	1345	Hydrogen Peroxide	D006861	7722-84-1	Hydrogen Peroxide results in decreased expression of COX6C mRNA	decreases^expression	29061316|30316844
COX6C	1345	Hydrogen Peroxide	D006861	7722-84-1	Polyphenols inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]	decreases^expression|decreases^reaction	30316844
COX6C	1345	Lactic Acid	D019344	50-21-5	Lactic Acid results in decreased expression of COX6C mRNA	decreases^expression	30851411
COX6C	1345	Lipopolysaccharides	D008070		[Acetaminophen co-treated with Lipopolysaccharides] results in decreased expression of COX6C mRNA	affects^cotreatment|decreases^expression	31059760
COX6C	1345	O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate	C009618	5598-15-2	PON1 gene polymorphism affects the susceptibility to [O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate affects the expression of COX6C mRNA]	affects^expression|affects^response to substance	21673326
COX6C	1345	perfluorooctanoic acid	C023036	335-67-1	perfluorooctanoic acid results in decreased expression of COX6C protein	decreases^expression	26879310
COX6C	1345	Plant Extracts	D010936		Plant Extracts results in increased expression of COX6C mRNA	increases^expression	23557933
COX6C	1345	Polyphenols	D059808		ARNTL protein affects the reaction [Polyphenols inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]]	affects^reaction|decreases^expression|decreases^reaction	30316844
COX6C	1345	Polyphenols	D059808		Polyphenols inhibits the reaction [Hydrogen Peroxide results in decreased expression of COX6C mRNA]	decreases^expression|decreases^reaction	30316844
COX6C	1345	Sodium Selenite	D018038	10102-18-8	Sodium Selenite results in increased expression of COX6C mRNA	increases^expression	18175754
COX6C	1345	tetrahydropalmatine	C014215	10097-84-4	tetrahydropalmatine results in increased expression of COX6C protein	increases^expression	20109541
COX6C	1345	Thapsigargin	D019284	67526-95-8	Thapsigargin results in decreased expression of COX6C mRNA	decreases^expression	22378314
COX6C	1345	Tunicamycin	D014415	11089-65-9	Tunicamycin results in decreased expression of COX6C mRNA	decreases^expression	22378314
COX6C	1345	Valproic Acid	D014635	99-66-1	Valproic Acid affects the expression of COX6C mRNA	affects^expression	25979313
COX6C	1345	Valproic Acid	D014635	99-66-1	Valproic Acid results in increased expression of COX6C mRNA	increases^expression	23179753
COX6C	1345	Zidovudine	D015215	30516-87-1	Zidovudine results in decreased expression of COX6C protein	decreases^expression	7807166
COX7A1	1346	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	D015123	55097-80-8	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide results in increased expression of COX7A1 mRNA	increases^expression	20382639
COX7A1	1346	Acetaminophen	D000082	103-90-2	[Acetaminophen co-treated with Lipopolysaccharides] results in decreased expression of COX7A1 mRNA	affects^cotreatment|decreases^expression	31059760
COX7A1	1346	Acetaminophen	D000082	103-90-2	Acetaminophen results in decreased expression of COX7A1 mRNA	decreases^expression	31059760
COX7A1	1346	bis(4-hydroxyphenyl)sulfone	C543008	80-09-1	bis(4-hydroxyphenyl)sulfone results in increased expression of COX7A1 mRNA	increases^expression	25912373
COX7A1	1346	Cisplatin	D002945	15663-27-1	[Cisplatin co-treated with jinfukang] results in increased expression of COX7A1 mRNA	affects^cotreatment|increases^expression	27392435
COX7A1	1346	Cisplatin	D002945	15663-27-1	Cisplatin results in increased expression of COX7A1 mRNA	increases^expression	27392435
COX7A1	1346	Dexamethasone	D003907	50-02-2	Dexamethasone results in increased expression of COX7A1 mRNA	increases^expression	25047013
COX7A1	1346	Doxorubicin	D004317	23214-92-8	Doxorubicin results in decreased expression of COX7A1 mRNA	decreases^expression	29803840
COX7A1	1346	jinfukang	C544151		[Cisplatin co-treated with jinfukang] results in increased expression of COX7A1 mRNA	affects^cotreatment|increases^expression	27392435
COX7A1	1346	JP8 aviation fuel	C098607		JP8 aviation fuel results in decreased expression of COX7A1 mRNA	decreases^expression	16835149
COX7A1	1346	Lactic Acid	D019344	50-21-5	Lactic Acid results in decreased expression of COX7A1 mRNA	decreases^expression	30851411
COX7A1	1346	Lipopolysaccharides	D008070		[Acetaminophen co-treated with Lipopolysaccharides] results in decreased expression of COX7A1 mRNA	affects^cotreatment|decreases^expression	31059760
COX7A1	1346	Nickel	D009532	7440-02-0	Nickel results in decreased expression of COX7A1 mRNA	decreases^expression	25583101
COX7A1	1346	Progesterone	D011374	57-83-0	Progesterone results in decreased expression of COX7A1 mRNA	decreases^expression	18070364
COX7A1	1346	Selenium	D012643	7782-49-2	Selenium results in decreased expression of COX7A1 mRNA	decreases^expression	19244175
COX7A1	1346	Triclosan	D014260	3380-34-5	Triclosan results in decreased expression of COX7A1 mRNA	decreases^expression	30510588
COX7A1	1346	Valproic Acid	D014635	99-66-1	Valproic Acid results in decreased expression of COX7A1 mRNA	decreases^expression	29154799
COX7A1	1346	Valproic Acid	D014635	99-66-1	Valproic Acid results in increased methylation of COX7A1 gene	increases^methylation	29154799
COX7A1	1346	Zidovudine	D015215	30516-87-1	Zidovudine results in decreased expression of COX7A1 protein	decreases^expression	7807166
COX7A2	1347	3-(4'-hydroxy-3'-adamantylbiphenyl-4-yl)acrylic acid	C472791		3-(4'-hydroxy-3'-adamantylbiphenyl-4-yl)acrylic acid results in decreased expression of COX7A2 mRNA	decreases^expression	12958071
COX7A2	1347	Acetaminophen	D000082	103-90-2	[Acetaminophen co-treated with Lipopolysaccharides] results in decreased expression of COX7A2 mRNA	affects^cotreatment|decreases^expression	31059760
